"카메라 번호","주소","상세 설명","측정 시작 시간","측정 종료 시간","카메라 통과 인원 (IN)","카메라 통과 인원 (OUT)","데이터입력시간"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 18:10:40","2021-06-09 18:20:40","4943","2587","2021-06-09 18:20:40"
"2","계동길 69","계동교회 앞","2021-06-09 18:20:40","2021-06-09 18:30:40","11046","15446","2021-06-09 18:30:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 18:20:40","2021-06-09 18:30:40","1825","2504","2021-06-09 18:30:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 18:20:40","2021-06-09 18:30:40","5039","2643","2021-06-09 18:30:40"
"2","계동길 69","계동교회 앞","2021-06-09 18:30:40","2021-06-09 18:40:40","11153","15597","2021-06-09 18:40:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 18:30:40","2021-06-09 18:40:40","1861","2537","2021-06-09 18:40:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 18:30:40","2021-06-09 18:40:40","5110","2664","2021-06-09 18:40:40"
"2","계동길 69","계동교회 앞","2021-06-09 18:40:40","2021-06-09 18:50:40","11261","15716","2021-06-09 18:50:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 18:40:40","2021-06-09 18:50:40","1882","2592","2021-06-09 18:50:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 18:40:40","2021-06-09 18:50:40","5212","2702","2021-06-09 18:50:40"
"2","계동길 69","계동교회 앞","2021-06-09 18:50:40","2021-06-09 19:00:40","11319","15800","2021-06-09 19:00:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 18:50:40","2021-06-09 19:00:40","1911","2617","2021-06-09 19:00:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 18:50:40","2021-06-09 19:00:40","5300","2729","2021-06-09 19:00:40"
"2","계동길 69","계동교회 앞","2021-06-09 19:00:40","2021-06-09 19:10:40","11435","15997","2021-06-09 19:10:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 19:00:40","2021-06-09 19:10:40","1938","2660","2021-06-09 19:10:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 19:00:40","2021-06-09 19:10:40","5354","2773","2021-06-09 19:10:40"
"2","계동길 69","계동교회 앞","2021-06-09 19:10:40","2021-06-09 19:20:40","11560","16179","2021-06-09 19:20:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 19:10:40","2021-06-09 19:20:40","1982","2702","2021-06-09 19:20:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 19:10:40","2021-06-09 19:20:40","5424","2816","2021-06-09 19:20:40"
"2","계동길 69","계동교회 앞","2021-06-09 19:20:40","2021-06-09 19:30:40","11677","16334","2021-06-09 19:30:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 19:20:40","2021-06-09 19:30:40","2003","2739","2021-06-09 19:30:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 19:20:40","2021-06-09 19:30:40","5491","2858","2021-06-09 19:30:40"
"2","계동길 69","계동교회 앞","2021-06-09 19:30:40","2021-06-09 19:40:40","11758","16488","2021-06-09 19:40:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 19:30:40","2021-06-09 19:40:40","2021","2765","2021-06-09 19:40:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 19:30:40","2021-06-09 19:40:40","5529","2884","2021-06-09 19:40:40"
"2","계동길 69","계동교회 앞","2021-06-09 19:40:40","2021-06-09 19:50:40","11833","16582","2021-06-09 19:50:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 19:40:40","2021-06-09 19:50:40","2065","2784","2021-06-09 19:50:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 19:40:40","2021-06-09 19:50:40","5577","2921","2021-06-09 19:50:40"
"2","계동길 69","계동교회 앞","2021-06-09 19:50:40","2021-06-09 20:00:40","11885","16705","2021-06-09 20:00:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 19:50:40","2021-06-09 20:00:40","2093","2818","2021-06-09 20:00:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 19:50:40","2021-06-09 20:00:40","5626","2951","2021-06-09 20:00:40"
"2","계동길 69","계동교회 앞","2021-06-09 20:00:40","2021-06-09 20:10:40","11922","16774","2021-06-09 20:10:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 20:00:40","2021-06-09 20:10:40","2111","2836","2021-06-09 20:10:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 20:00:40","2021-06-09 20:10:40","5653","3006","2021-06-09 20:10:40"
"2","계동길 69","계동교회 앞","2021-06-09 20:10:40","2021-06-09 20:20:40","11940","16851","2021-06-09 20:20:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 20:10:40","2021-06-09 20:20:40","2123","2867","2021-06-09 20:20:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 20:10:40","2021-06-09 20:20:40","5716","3062","2021-06-09 20:20:40"
"2","계동길 69","계동교회 앞","2021-06-09 20:20:40","2021-06-09 20:30:40","11974","16918","2021-06-09 20:30:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 20:20:40","2021-06-09 20:30:40","2149","2888","2021-06-09 20:30:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 20:20:40","2021-06-09 20:30:40","5746","3101","2021-06-09 20:30:40"
"2","계동길 69","계동교회 앞","2021-06-09 20:30:40","2021-06-09 20:40:40","12019","16980","2021-06-09 20:40:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 20:30:40","2021-06-09 20:40:40","2180","2908","2021-06-09 20:40:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 20:30:40","2021-06-09 20:40:40","5785","3166","2021-06-09 20:40:40"
"2","계동길 69","계동교회 앞","2021-06-09 20:40:40","2021-06-09 20:50:40","12056","17050","2021-06-09 20:50:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 20:40:40","2021-06-09 20:50:40","2202","2934","2021-06-09 20:50:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 20:40:40","2021-06-09 20:50:40","5834","3210","2021-06-09 20:50:40"
"2","계동길 69","계동교회 앞","2021-06-09 20:50:40","2021-06-09 21:00:40","12093","17112","2021-06-09 21:00:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 20:50:40","2021-06-09 21:00:40","2227","2954","2021-06-09 21:00:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 20:50:40","2021-06-09 21:00:40","5863","3250","2021-06-09 21:00:40"
"2","계동길 69","계동교회 앞","2021-06-09 21:00:40","2021-06-09 21:10:40","12121","17161","2021-06-09 21:10:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 21:00:40","2021-06-09 21:10:40","2253","2961","2021-06-09 21:10:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 21:00:40","2021-06-09 21:10:40","5902","3339","2021-06-09 21:10:40"
"2","계동길 69","계동교회 앞","2021-06-09 21:10:40","2021-06-09 21:20:40","12152","17215","2021-06-09 21:20:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 21:10:40","2021-06-09 21:20:40","2264","2972","2021-06-09 21:20:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 21:10:40","2021-06-09 21:20:40","5946","3403","2021-06-09 21:20:40"
"2","계동길 69","계동교회 앞","2021-06-09 21:20:40","2021-06-09 21:30:40","12178","17249","2021-06-09 21:30:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 21:20:40","2021-06-09 21:30:40","2275","2993","2021-06-09 21:30:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 21:20:40","2021-06-09 21:30:40","5989","3446","2021-06-09 21:30:40"
"2","계동길 69","계동교회 앞","2021-06-09 21:30:40","2021-06-09 21:40:40","12224","17318","2021-06-09 21:40:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 21:30:40","2021-06-09 21:40:40","2288","3003","2021-06-09 21:40:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 21:30:40","2021-06-09 21:40:40","6026","3474","2021-06-09 21:40:40"
"2","계동길 69","계동교회 앞","2021-06-09 21:40:40","2021-06-09 21:50:40","12254","17371","2021-06-09 21:50:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 21:40:40","2021-06-09 21:50:40","2335","3019","2021-06-09 21:50:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 21:40:40","2021-06-09 21:50:40","6062","3503","2021-06-09 21:50:40"
"2","계동길 69","계동교회 앞","2021-06-09 21:50:40","2021-06-09 22:00:40","12282","17456","2021-06-09 22:00:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 21:50:40","2021-06-09 22:00:40","2346","3033","2021-06-09 22:00:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 21:50:40","2021-06-09 22:00:40","6088","3537","2021-06-09 22:00:40"
"2","계동길 69","계동교회 앞","2021-06-09 22:00:40","2021-06-09 22:10:40","12315","17499","2021-06-09 22:10:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 22:00:40","2021-06-09 22:10:40","2384","3048","2021-06-09 22:10:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 22:00:40","2021-06-09 22:10:40","6149","3583","2021-06-09 22:10:40"
"2","계동길 69","계동교회 앞","2021-06-09 22:10:40","2021-06-09 22:20:40","12352","17571","2021-06-09 22:20:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 22:10:40","2021-06-09 22:20:40","2400","3074","2021-06-09 22:20:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 22:10:40","2021-06-09 22:20:40","6185","3608","2021-06-09 22:20:40"
"2","계동길 69","계동교회 앞","2021-06-09 22:20:40","2021-06-09 22:30:40","12403","17627","2021-06-09 22:30:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 22:20:40","2021-06-09 22:30:40","2406","3095","2021-06-09 22:30:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 22:20:40","2021-06-09 22:30:40","6204","3626","2021-06-09 22:30:40"
"2","계동길 69","계동교회 앞","2021-06-09 22:30:40","2021-06-09 22:40:40","12459","17701","2021-06-09 22:40:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 22:30:40","2021-06-09 22:40:40","2409","3105","2021-06-09 22:40:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 22:30:40","2021-06-09 22:40:40","6217","3640","2021-06-09 22:40:40"
"2","계동길 69","계동교회 앞","2021-06-09 22:40:40","2021-06-09 22:50:40","12502","17783","2021-06-09 22:50:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 22:40:40","2021-06-09 22:50:40","2422","3120","2021-06-09 22:50:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 22:40:40","2021-06-09 22:50:40","6239","3660","2021-06-09 22:50:40"
"2","계동길 69","계동교회 앞","2021-06-09 22:50:40","2021-06-09 23:00:40","12525","17838","2021-06-09 23:00:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 22:50:40","2021-06-09 23:00:40","2422","3132","2021-06-09 23:00:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 22:50:40","2021-06-09 23:00:40","6245","3667","2021-06-09 23:00:40"
"2","계동길 69","계동교회 앞","2021-06-09 23:00:40","2021-06-09 23:10:40","12547","17863","2021-06-09 23:10:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 23:00:40","2021-06-09 23:10:40","2428","3138","2021-06-09 23:10:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 23:00:40","2021-06-09 23:10:40","6272","3688","2021-06-09 23:10:40"
"2","계동길 69","계동교회 앞","2021-06-09 23:10:40","2021-06-09 23:20:40","12568","17908","2021-06-09 23:20:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 23:10:40","2021-06-09 23:20:40","2439","3142","2021-06-09 23:20:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 23:10:40","2021-06-09 23:20:40","6291","3697","2021-06-09 23:20:40"
"2","계동길 69","계동교회 앞","2021-06-09 23:20:40","2021-06-09 23:30:40","12580","17921","2021-06-09 23:30:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 23:20:40","2021-06-09 23:30:40","2443","3154","2021-06-09 23:30:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 23:20:40","2021-06-09 23:30:40","6293","3702","2021-06-09 23:30:40"
"2","계동길 69","계동교회 앞","2021-06-09 23:30:40","2021-06-09 23:40:40","12598","17981","2021-06-09 23:40:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 23:30:40","2021-06-09 23:40:40","2446","3160","2021-06-09 23:40:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 23:30:40","2021-06-09 23:40:40","6300","3705","2021-06-09 23:40:40"
"2","계동길 69","계동교회 앞","2021-06-09 23:40:40","2021-06-09 23:50:40","12613","18021","2021-06-09 23:50:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-09 23:40:40","2021-06-09 23:50:40","2450","3160","2021-06-09 23:50:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-09 23:40:40","2021-06-09 23:50:40","6305","3709","2021-06-09 23:50:40"
"2","계동길 69","계동교회 앞","2021-06-10 00:00:39","2021-06-10 00:10:39","7","6","2021-06-10 00:10:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 00:00:39","2021-06-10 00:10:39","18","5","2021-06-10 00:10:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 00:00:39","2021-06-10 00:10:39","5","12","2021-06-10 00:10:39"
"2","계동길 69","계동교회 앞","2021-06-10 00:10:39","2021-06-10 00:20:39","16","35","2021-06-10 00:20:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 00:10:39","2021-06-10 00:20:39","36","15","2021-06-10 00:20:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 00:10:39","2021-06-10 00:20:39","25","13","2021-06-10 00:20:39"
"2","계동길 69","계동교회 앞","2021-06-10 00:20:39","2021-06-10 00:30:39","37","77","2021-06-10 00:30:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 00:20:39","2021-06-10 00:30:39","48","21","2021-06-10 00:30:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 00:20:39","2021-06-10 00:30:39","25","15","2021-06-10 00:30:39"
"2","계동길 69","계동교회 앞","2021-06-10 00:30:39","2021-06-10 00:40:39","49","126","2021-06-10 00:40:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 00:30:39","2021-06-10 00:40:39","50","22","2021-06-10 00:40:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 00:30:39","2021-06-10 00:40:39","25","15","2021-06-10 00:40:39"
"2","계동길 69","계동교회 앞","2021-06-10 00:40:39","2021-06-10 00:50:39","70","179","2021-06-10 00:50:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 00:40:39","2021-06-10 00:50:39","56","26","2021-06-10 00:50:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 00:40:39","2021-06-10 00:50:39","25","16","2021-06-10 00:50:39"
"2","계동길 69","계동교회 앞","2021-06-10 00:50:39","2021-06-10 01:00:39","80","232","2021-06-10 01:00:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 00:50:39","2021-06-10 01:00:39","68","27","2021-06-10 01:00:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 00:50:39","2021-06-10 01:00:39","29","23","2021-06-10 01:00:39"
"2","계동길 69","계동교회 앞","2021-06-10 01:00:39","2021-06-10 01:10:39","87","239","2021-06-10 01:10:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 01:00:39","2021-06-10 01:10:39","82","30","2021-06-10 01:10:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 01:00:39","2021-06-10 01:10:39","35","32","2021-06-10 01:10:39"
"2","계동길 69","계동교회 앞","2021-06-10 01:10:39","2021-06-10 01:20:39","105","268","2021-06-10 01:20:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 01:10:39","2021-06-10 01:20:39","92","33","2021-06-10 01:20:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 01:10:39","2021-06-10 01:20:39","35","32","2021-06-10 01:20:39"
"2","계동길 69","계동교회 앞","2021-06-10 01:20:39","2021-06-10 01:30:39","118","282","2021-06-10 01:30:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 01:20:39","2021-06-10 01:30:39","107","40","2021-06-10 01:30:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 01:20:39","2021-06-10 01:30:39","35","35","2021-06-10 01:30:39"
"2","계동길 69","계동교회 앞","2021-06-10 01:30:39","2021-06-10 01:40:39","119","290","2021-06-10 01:40:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 01:30:39","2021-06-10 01:40:39","107","40","2021-06-10 01:40:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 01:30:39","2021-06-10 01:40:39","41","36","2021-06-10 01:40:39"
"2","계동길 69","계동교회 앞","2021-06-10 01:40:39","2021-06-10 01:50:39","126","302","2021-06-10 01:50:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 01:40:39","2021-06-10 01:50:39","114","49","2021-06-10 01:50:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 01:40:39","2021-06-10 01:50:39","41","36","2021-06-10 01:50:39"
"2","계동길 69","계동교회 앞","2021-06-10 01:50:39","2021-06-10 02:00:39","138","331","2021-06-10 02:00:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 01:50:39","2021-06-10 02:00:39","116","49","2021-06-10 02:00:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 01:50:39","2021-06-10 02:00:39","43","36","2021-06-10 02:00:39"
"2","계동길 69","계동교회 앞","2021-06-10 02:00:39","2021-06-10 02:10:39","148","367","2021-06-10 02:10:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 02:00:39","2021-06-10 02:10:39","120","51","2021-06-10 02:10:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 02:00:39","2021-06-10 02:10:39","43","40","2021-06-10 02:10:39"
"2","계동길 69","계동교회 앞","2021-06-10 02:10:39","2021-06-10 02:20:39","159","415","2021-06-10 02:20:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 02:10:39","2021-06-10 02:20:39","126","52","2021-06-10 02:20:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 02:10:39","2021-06-10 02:20:39","51","52","2021-06-10 02:20:39"
"2","계동길 69","계동교회 앞","2021-06-10 02:20:39","2021-06-10 02:30:39","162","419","2021-06-10 02:30:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 02:20:39","2021-06-10 02:30:39","126","61","2021-06-10 02:30:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 02:20:39","2021-06-10 02:30:39","56","52","2021-06-10 02:30:39"
"2","계동길 69","계동교회 앞","2021-06-10 02:30:39","2021-06-10 02:40:39","167","445","2021-06-10 02:40:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 02:30:39","2021-06-10 02:40:39","138","63","2021-06-10 02:40:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 02:30:39","2021-06-10 02:40:39","56","52","2021-06-10 02:40:39"
"2","계동길 69","계동교회 앞","2021-06-10 02:40:39","2021-06-10 02:50:39","170","457","2021-06-10 02:50:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 02:40:39","2021-06-10 02:50:39","138","63","2021-06-10 02:50:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 02:40:39","2021-06-10 02:50:39","57","56","2021-06-10 02:50:39"
"2","계동길 69","계동교회 앞","2021-06-10 02:50:39","2021-06-10 03:00:39","179","476","2021-06-10 03:00:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 02:50:39","2021-06-10 03:00:39","138","63","2021-06-10 03:00:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 02:50:39","2021-06-10 03:00:39","57","56","2021-06-10 03:00:39"
"2","계동길 69","계동교회 앞","2021-06-10 03:00:39","2021-06-10 03:10:39","186","505","2021-06-10 03:10:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 03:00:39","2021-06-10 03:10:39","138","63","2021-06-10 03:10:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 03:00:39","2021-06-10 03:10:39","58","56","2021-06-10 03:10:39"
"2","계동길 69","계동교회 앞","2021-06-10 03:10:39","2021-06-10 03:20:39","200","533","2021-06-10 03:20:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 03:10:39","2021-06-10 03:20:39","154","69","2021-06-10 03:20:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 03:10:39","2021-06-10 03:20:39","59","60","2021-06-10 03:20:39"
"2","계동길 69","계동교회 앞","2021-06-10 03:20:39","2021-06-10 03:30:39","206","548","2021-06-10 03:30:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 03:20:39","2021-06-10 03:30:39","156","69","2021-06-10 03:30:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 03:20:39","2021-06-10 03:30:39","59","60","2021-06-10 03:30:39"
"2","계동길 69","계동교회 앞","2021-06-10 03:30:39","2021-06-10 03:40:39","218","563","2021-06-10 03:40:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 03:30:39","2021-06-10 03:40:39","162","71","2021-06-10 03:40:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 03:30:39","2021-06-10 03:40:39","59","64","2021-06-10 03:40:39"
"2","계동길 69","계동교회 앞","2021-06-10 03:40:39","2021-06-10 03:50:39","236","626","2021-06-10 03:50:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 03:40:39","2021-06-10 03:50:39","162","71","2021-06-10 03:50:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 03:40:39","2021-06-10 03:50:39","59","64","2021-06-10 03:50:39"
"2","계동길 69","계동교회 앞","2021-06-10 03:50:39","2021-06-10 04:00:39","248","686","2021-06-10 04:00:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 03:50:39","2021-06-10 04:00:39","162","71","2021-06-10 04:00:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 03:50:39","2021-06-10 04:00:39","59","64","2021-06-10 04:00:39"
"2","계동길 69","계동교회 앞","2021-06-10 04:00:39","2021-06-10 04:10:39","255","709","2021-06-10 04:10:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 04:00:39","2021-06-10 04:10:39","193","93","2021-06-10 04:10:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 04:00:39","2021-06-10 04:10:39","61","81","2021-06-10 04:10:39"
"2","계동길 69","계동교회 앞","2021-06-10 04:10:39","2021-06-10 04:20:39","261","734","2021-06-10 04:20:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 04:10:39","2021-06-10 04:20:39","196","101","2021-06-10 04:20:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 04:10:39","2021-06-10 04:20:39","61","81","2021-06-10 04:20:39"
"2","계동길 69","계동교회 앞","2021-06-10 04:20:39","2021-06-10 04:30:39","278","769","2021-06-10 04:30:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 04:20:39","2021-06-10 04:30:39","196","101","2021-06-10 04:30:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 04:20:39","2021-06-10 04:30:39","61","81","2021-06-10 04:30:39"
"2","계동길 69","계동교회 앞","2021-06-10 04:30:39","2021-06-10 04:40:39","291","802","2021-06-10 04:40:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 04:30:39","2021-06-10 04:40:39","209","108","2021-06-10 04:40:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 04:30:39","2021-06-10 04:40:39","61","81","2021-06-10 04:40:39"
"2","계동길 69","계동교회 앞","2021-06-10 04:40:39","2021-06-10 04:50:39","303","811","2021-06-10 04:50:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 04:40:39","2021-06-10 04:50:39","221","114","2021-06-10 04:50:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 04:40:39","2021-06-10 04:50:39","61","91","2021-06-10 04:50:39"
"2","계동길 69","계동교회 앞","2021-06-10 04:50:39","2021-06-10 05:00:39","311","818","2021-06-10 05:00:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 04:50:39","2021-06-10 05:00:39","222","115","2021-06-10 05:00:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 04:50:39","2021-06-10 05:00:39","62","104","2021-06-10 05:00:39"
"2","계동길 69","계동교회 앞","2021-06-10 05:00:39","2021-06-10 05:10:39","339","875","2021-06-10 05:10:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 05:00:39","2021-06-10 05:10:39","224","115","2021-06-10 05:10:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 05:00:39","2021-06-10 05:10:39","62","114","2021-06-10 05:10:39"
"2","계동길 69","계동교회 앞","2021-06-10 05:10:39","2021-06-10 05:20:39","386","975","2021-06-10 05:20:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 05:10:39","2021-06-10 05:20:39","242","123","2021-06-10 05:20:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 05:10:39","2021-06-10 05:20:39","63","120","2021-06-10 05:20:39"
"2","계동길 69","계동교회 앞","2021-06-10 05:20:39","2021-06-10 05:30:39","450","1111","2021-06-10 05:30:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 05:20:39","2021-06-10 05:30:39","260","131","2021-06-10 05:30:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 05:20:39","2021-06-10 05:30:39","65","125","2021-06-10 05:30:39"
"2","계동길 69","계동교회 앞","2021-06-10 05:30:39","2021-06-10 05:40:39","528","1234","2021-06-10 05:40:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 05:30:39","2021-06-10 05:40:39","278","139","2021-06-10 05:40:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 05:30:39","2021-06-10 05:40:39","65","125","2021-06-10 05:40:39"
"2","계동길 69","계동교회 앞","2021-06-10 05:40:39","2021-06-10 05:50:39","589","1360","2021-06-10 05:50:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 05:40:39","2021-06-10 05:50:39","290","140","2021-06-10 05:50:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 05:40:39","2021-06-10 05:50:39","74","129","2021-06-10 05:50:39"
"2","계동길 69","계동교회 앞","2021-06-10 05:50:39","2021-06-10 06:00:39","678","1486","2021-06-10 06:00:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 05:50:39","2021-06-10 06:00:39","297","148","2021-06-10 06:00:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 05:50:39","2021-06-10 06:00:39","77","144","2021-06-10 06:00:39"
"2","계동길 69","계동교회 앞","2021-06-10 06:00:39","2021-06-10 06:10:39","774","1576","2021-06-10 06:10:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-10 06:00:39","2021-06-10 06:10:39","315","155","2021-06-10 06:10:39"
"4","북촌로5가길 38","삼청파출소 사잇길","2021-06-10 06:00:39","2021-06-10 06:10:39","77","148","2021-06-10 06:10:39"
