"카메라 번호","주소","상세 설명","측정 시작 시간","측정 종료 시간","카메라 통과 인원 (IN)","카메라 통과 인원 (OUT)","데이터입력시간"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 14:50:40","2020-12-04 15:00:40","2332","1035","2020-12-04 15:00:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 14:50:40","2020-12-04 15:00:40","1011","1386","2020-12-04 15:00:40"
"2","계동길 69","계동교회 앞","2020-12-04 15:00:40","2020-12-04 15:10:40","5951","6559","2020-12-04 15:10:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 15:00:40","2020-12-04 15:10:40","2429","1072","2020-12-04 15:10:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 15:00:40","2020-12-04 15:10:40","1052","1427","2020-12-04 15:10:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 15:10:40","2020-12-04 15:20:40","1076","1461","2020-12-04 15:20:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 15:10:40","2020-12-04 15:20:40","2492","1093","2020-12-04 15:20:40"
"2","계동길 69","계동교회 앞","2020-12-04 15:10:40","2020-12-04 15:20:40","6002","6686","2020-12-04 15:20:40"
"2","계동길 69","계동교회 앞","2020-12-04 15:20:40","2020-12-04 15:30:40","6063","6780","2020-12-04 15:30:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 15:20:40","2020-12-04 15:30:40","1101","1505","2020-12-04 15:30:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 15:20:40","2020-12-04 15:30:40","2574","1142","2020-12-04 15:30:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 15:30:40","2020-12-04 15:40:40","1114","1519","2020-12-04 15:40:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 15:30:40","2020-12-04 15:40:40","2635","1189","2020-12-04 15:40:40"
"2","계동길 69","계동교회 앞","2020-12-04 15:30:40","2020-12-04 15:40:40","6155","6896","2020-12-04 15:40:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 15:40:40","2020-12-04 15:50:40","2691","1220","2020-12-04 15:50:40"
"2","계동길 69","계동교회 앞","2020-12-04 15:40:40","2020-12-04 15:50:40","6256","7012","2020-12-04 15:50:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 15:40:40","2020-12-04 15:50:40","1155","1567","2020-12-04 15:50:40"
"2","계동길 69","계동교회 앞","2020-12-04 15:50:40","2020-12-04 16:00:40","6317","7108","2020-12-04 16:00:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 15:50:40","2020-12-04 16:00:40","1168","1598","2020-12-04 16:00:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 15:50:40","2020-12-04 16:00:40","2758","1266","2020-12-04 16:00:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 16:00:40","2020-12-04 16:10:40","2793","1291","2020-12-04 16:10:40"
"2","계동길 69","계동교회 앞","2020-12-04 16:00:40","2020-12-04 16:10:40","6393","7196","2020-12-04 16:10:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 16:00:40","2020-12-04 16:10:40","1198","1634","2020-12-04 16:10:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 16:10:40","2020-12-04 16:20:40","2853","1327","2020-12-04 16:20:40"
"2","계동길 69","계동교회 앞","2020-12-04 16:10:40","2020-12-04 16:20:40","6481","7343","2020-12-04 16:20:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 16:10:40","2020-12-04 16:20:40","1240","1677","2020-12-04 16:20:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 16:20:40","2020-12-04 16:30:40","2935","1375","2020-12-04 16:30:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 16:20:40","2020-12-04 16:30:40","1256","1713","2020-12-04 16:30:40"
"2","계동길 69","계동교회 앞","2020-12-04 16:20:40","2020-12-04 16:30:40","6570","7476","2020-12-04 16:30:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 16:30:40","2020-12-04 16:40:40","2982","1413","2020-12-04 16:40:40"
"2","계동길 69","계동교회 앞","2020-12-04 16:30:40","2020-12-04 16:40:40","6633","7552","2020-12-04 16:40:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 16:30:40","2020-12-04 16:40:40","1281","1736","2020-12-04 16:40:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 16:40:40","2020-12-04 16:50:40","1306","1771","2020-12-04 16:50:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 16:40:40","2020-12-04 16:50:40","3042","1451","2020-12-04 16:50:40"
"2","계동길 69","계동교회 앞","2020-12-04 16:40:40","2020-12-04 16:50:40","6740","7710","2020-12-04 16:50:40"
"2","계동길 69","계동교회 앞","2020-12-04 16:50:40","2020-12-04 17:00:40","6818","7834","2020-12-04 17:00:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 16:50:40","2020-12-04 17:00:40","1318","1811","2020-12-04 17:00:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 16:50:40","2020-12-04 17:00:40","3104","1490","2020-12-04 17:00:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 17:00:40","2020-12-04 17:10:40","3164","1526","2020-12-04 17:10:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 17:00:40","2020-12-04 17:10:40","1334","1846","2020-12-04 17:10:40"
"2","계동길 69","계동교회 앞","2020-12-04 17:00:40","2020-12-04 17:10:40","6907","7962","2020-12-04 17:10:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 17:10:40","2020-12-04 17:20:40","1349","1869","2020-12-04 17:20:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 17:10:40","2020-12-04 17:20:40","3199","1555","2020-12-04 17:20:40"
"2","계동길 69","계동교회 앞","2020-12-04 17:10:40","2020-12-04 17:20:40","6995","8103","2020-12-04 17:20:40"
"2","계동길 69","계동교회 앞","2020-12-04 17:20:40","2020-12-04 17:30:40","7048","8225","2020-12-04 17:30:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 17:20:40","2020-12-04 17:30:40","1374","1890","2020-12-04 17:30:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 17:20:40","2020-12-04 17:30:40","3252","1597","2020-12-04 17:30:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 17:30:40","2020-12-04 17:40:40","1401","1903","2020-12-04 17:40:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 17:30:40","2020-12-04 17:40:40","3316","1636","2020-12-04 17:40:40"
"2","계동길 69","계동교회 앞","2020-12-04 17:30:40","2020-12-04 17:40:40","7117","8348","2020-12-04 17:40:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 17:40:40","2020-12-04 17:50:40","3432","1666","2020-12-04 17:50:40"
"2","계동길 69","계동교회 앞","2020-12-04 17:40:40","2020-12-04 17:50:40","7177","8442","2020-12-04 17:50:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 17:40:40","2020-12-04 17:50:40","1426","1941","2020-12-04 17:50:40"
"2","계동길 69","계동교회 앞","2020-12-04 17:50:40","2020-12-04 18:00:40","7193","8508","2020-12-04 18:00:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 17:50:40","2020-12-04 18:00:40","3537","1727","2020-12-04 18:00:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 17:50:40","2020-12-04 18:00:40","1457","1974","2020-12-04 18:00:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 18:00:40","2020-12-04 18:10:40","3651","1779","2020-12-04 18:10:40"
"2","계동길 69","계동교회 앞","2020-12-04 18:00:40","2020-12-04 18:10:40","7221","8590","2020-12-04 18:10:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 18:00:40","2020-12-04 18:10:40","1497","2008","2020-12-04 18:10:40"
"2","계동길 69","계동교회 앞","2020-12-04 18:10:40","2020-12-04 18:20:40","7262","8689","2020-12-04 18:20:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 18:10:40","2020-12-04 18:20:40","3766","1834","2020-12-04 18:20:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 18:10:40","2020-12-04 18:20:40","1535","2077","2020-12-04 18:20:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 18:20:40","2020-12-04 18:30:40","3867","1908","2020-12-04 18:30:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 18:20:40","2020-12-04 18:30:40","1566","2139","2020-12-04 18:30:40"
"2","계동길 69","계동교회 앞","2020-12-04 18:20:40","2020-12-04 18:30:40","7296","8789","2020-12-04 18:30:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 18:30:40","2020-12-04 18:40:40","3973","1992","2020-12-04 18:40:40"
"2","계동길 69","계동교회 앞","2020-12-04 18:30:40","2020-12-04 18:40:40","7328","8844","2020-12-04 18:40:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 18:30:40","2020-12-04 18:40:40","1585","2166","2020-12-04 18:40:40"
"2","계동길 69","계동교회 앞","2020-12-04 18:40:40","2020-12-04 18:50:40","7364","8910","2020-12-04 18:50:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 18:40:40","2020-12-04 18:50:40","4086","2069","2020-12-04 18:50:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 18:40:40","2020-12-04 18:50:40","1598","2179","2020-12-04 18:50:40"
"2","계동길 69","계동교회 앞","2020-12-04 18:50:40","2020-12-04 19:00:40","7424","8959","2020-12-04 19:00:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 18:50:40","2020-12-04 19:00:40","1614","2219","2020-12-04 19:00:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 18:50:40","2020-12-04 19:00:40","4249","2115","2020-12-04 19:00:40"
"2","계동길 69","계동교회 앞","2020-12-04 19:00:40","2020-12-04 19:10:40","7466","9041","2020-12-04 19:10:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 19:00:40","2020-12-04 19:10:40","4343","2148","2020-12-04 19:10:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 19:00:40","2020-12-04 19:10:40","1641","2251","2020-12-04 19:10:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 19:10:40","2020-12-04 19:20:40","4441","2202","2020-12-04 19:20:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 19:10:40","2020-12-04 19:20:40","1665","2272","2020-12-04 19:20:40"
"2","계동길 69","계동교회 앞","2020-12-04 19:10:40","2020-12-04 19:20:40","7525","9096","2020-12-04 19:20:40"
"2","계동길 69","계동교회 앞","2020-12-04 19:20:40","2020-12-04 19:30:40","7552","9147","2020-12-04 19:30:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 19:20:40","2020-12-04 19:30:40","4549","2246","2020-12-04 19:30:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 19:20:40","2020-12-04 19:30:40","1689","2290","2020-12-04 19:30:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 19:30:40","2020-12-04 19:40:40","4635","2288","2020-12-04 19:40:40"
"2","계동길 69","계동교회 앞","2020-12-04 19:30:40","2020-12-04 19:40:40","7583","9203","2020-12-04 19:40:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 19:30:40","2020-12-04 19:40:40","1715","2324","2020-12-04 19:40:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 19:40:40","2020-12-04 19:50:40","1740","2347","2020-12-04 19:50:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 19:40:40","2020-12-04 19:50:40","4716","2332","2020-12-04 19:50:40"
"2","계동길 69","계동교회 앞","2020-12-04 19:40:40","2020-12-04 19:50:40","7615","9300","2020-12-04 19:50:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 19:50:40","2020-12-04 20:00:40","4771","2379","2020-12-04 20:00:40"
"2","계동길 69","계동교회 앞","2020-12-04 19:50:40","2020-12-04 20:00:40","7652","9348","2020-12-04 20:00:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 19:50:40","2020-12-04 20:00:40","1759","2371","2020-12-04 20:00:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 20:00:40","2020-12-04 20:10:40","1771","2382","2020-12-04 20:10:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 20:00:40","2020-12-04 20:10:40","4831","2407","2020-12-04 20:10:40"
"2","계동길 69","계동교회 앞","2020-12-04 20:00:40","2020-12-04 20:10:40","7680","9378","2020-12-04 20:10:40"
"2","계동길 69","계동교회 앞","2020-12-04 20:10:40","2020-12-04 20:20:40","7717","9442","2020-12-04 20:20:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 20:10:40","2020-12-04 20:20:40","1781","2403","2020-12-04 20:20:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 20:10:40","2020-12-04 20:20:40","4899","2447","2020-12-04 20:20:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 20:20:40","2020-12-04 20:30:40","4962","2472","2020-12-04 20:30:40"
"2","계동길 69","계동교회 앞","2020-12-04 20:20:40","2020-12-04 20:30:40","7731","9504","2020-12-04 20:30:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 20:20:40","2020-12-04 20:30:40","1791","2411","2020-12-04 20:30:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 20:30:40","2020-12-04 20:40:40","5005","2497","2020-12-04 20:40:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 20:30:40","2020-12-04 20:40:40","1804","2423","2020-12-04 20:40:40"
"2","계동길 69","계동교회 앞","2020-12-04 20:30:40","2020-12-04 20:40:40","7745","9556","2020-12-04 20:40:40"
"2","계동길 69","계동교회 앞","2020-12-04 20:40:40","2020-12-04 20:50:40","7752","9568","2020-12-04 20:50:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 20:40:40","2020-12-04 20:50:40","5041","2523","2020-12-04 20:50:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 20:40:40","2020-12-04 20:50:40","1804","2438","2020-12-04 20:50:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 20:50:40","2020-12-04 21:00:40","5071","2539","2020-12-04 21:00:40"
"2","계동길 69","계동교회 앞","2020-12-04 20:50:40","2020-12-04 21:00:40","7772","9606","2020-12-04 21:00:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 20:50:40","2020-12-04 21:00:40","1829","2458","2020-12-04 21:00:40"
"2","계동길 69","계동교회 앞","2020-12-04 21:00:40","2020-12-04 21:10:40","7779","9643","2020-12-04 21:10:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 21:00:40","2020-12-04 21:10:40","1834","2473","2020-12-04 21:10:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 21:00:40","2020-12-04 21:10:40","5083","2570","2020-12-04 21:10:40"
"2","계동길 69","계동교회 앞","2020-12-04 21:10:40","2020-12-04 21:20:40","7791","9675","2020-12-04 21:20:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 21:10:40","2020-12-04 21:20:40","1852","2479","2020-12-04 21:20:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 21:10:40","2020-12-04 21:20:40","5100","2593","2020-12-04 21:20:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 21:20:40","2020-12-04 21:30:40","1862","2496","2020-12-04 21:30:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 21:20:40","2020-12-04 21:30:40","5139","2635","2020-12-04 21:30:40"
"2","계동길 69","계동교회 앞","2020-12-04 21:20:40","2020-12-04 21:30:40","7800","9706","2020-12-04 21:30:40"
"2","계동길 69","계동교회 앞","2020-12-04 21:30:40","2020-12-04 21:40:40","7816","9730","2020-12-04 21:40:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 21:30:40","2020-12-04 21:40:40","5153","2653","2020-12-04 21:40:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 21:30:40","2020-12-04 21:40:40","1871","2503","2020-12-04 21:40:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 21:40:40","2020-12-04 21:50:40","1887","2518","2020-12-04 21:50:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 21:40:40","2020-12-04 21:50:40","5176","2668","2020-12-04 21:50:40"
"2","계동길 69","계동교회 앞","2020-12-04 21:40:40","2020-12-04 21:50:40","7831","9750","2020-12-04 21:50:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 21:50:40","2020-12-04 22:00:40","5187","2675","2020-12-04 22:00:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 21:50:40","2020-12-04 22:00:40","1897","2535","2020-12-04 22:00:40"
"2","계동길 69","계동교회 앞","2020-12-04 21:50:40","2020-12-04 22:00:40","7842","9766","2020-12-04 22:00:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 22:00:40","2020-12-04 22:10:40","5197","2680","2020-12-04 22:10:40"
"2","계동길 69","계동교회 앞","2020-12-04 22:00:40","2020-12-04 22:10:40","7848","9774","2020-12-04 22:10:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 22:00:40","2020-12-04 22:10:40","1915","2543","2020-12-04 22:10:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 22:10:40","2020-12-04 22:20:40","5216","2704","2020-12-04 22:20:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 22:10:40","2020-12-04 22:20:40","1924","2548","2020-12-04 22:20:40"
"2","계동길 69","계동교회 앞","2020-12-04 22:10:40","2020-12-04 22:20:40","7858","9790","2020-12-04 22:20:40"
"2","계동길 69","계동교회 앞","2020-12-04 22:20:40","2020-12-04 22:30:40","7864","9811","2020-12-04 22:30:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 22:20:40","2020-12-04 22:30:40","5251","2713","2020-12-04 22:30:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 22:20:40","2020-12-04 22:30:40","1931","2557","2020-12-04 22:30:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 22:30:40","2020-12-04 22:40:40","1937","2569","2020-12-04 22:40:40"
"2","계동길 69","계동교회 앞","2020-12-04 22:30:40","2020-12-04 22:40:40","7873","9826","2020-12-04 22:40:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 22:30:40","2020-12-04 22:40:40","5276","2722","2020-12-04 22:40:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 22:40:40","2020-12-04 22:50:40","1940","2573","2020-12-04 22:50:40"
"2","계동길 69","계동교회 앞","2020-12-04 22:40:40","2020-12-04 22:50:40","7880","9834","2020-12-04 22:50:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 22:40:40","2020-12-04 22:50:40","5279","2728","2020-12-04 22:50:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 22:50:40","2020-12-04 23:00:40","1950","2584","2020-12-04 23:00:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 22:50:40","2020-12-04 23:00:40","5297","2740","2020-12-04 23:00:40"
"2","계동길 69","계동교회 앞","2020-12-04 22:50:40","2020-12-04 23:00:40","7885","9842","2020-12-04 23:00:40"
"2","계동길 69","계동교회 앞","2020-12-04 23:00:40","2020-12-04 23:10:40","7890","9852","2020-12-04 23:10:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 23:00:40","2020-12-04 23:10:40","1952","2589","2020-12-04 23:10:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 23:00:40","2020-12-04 23:10:40","5313","2748","2020-12-04 23:10:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 23:10:40","2020-12-04 23:20:40","1952","2589","2020-12-04 23:20:40"
"2","계동길 69","계동교회 앞","2020-12-04 23:10:40","2020-12-04 23:20:40","7892","9856","2020-12-04 23:20:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 23:10:40","2020-12-04 23:20:40","5332","2759","2020-12-04 23:20:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 23:20:40","2020-12-04 23:30:40","5372","2784","2020-12-04 23:30:40"
"2","계동길 69","계동교회 앞","2020-12-04 23:20:40","2020-12-04 23:30:40","7899","9871","2020-12-04 23:30:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 23:20:40","2020-12-04 23:30:40","1954","2594","2020-12-04 23:30:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 23:30:40","2020-12-04 23:40:40","5380","2794","2020-12-04 23:40:40"
"2","계동길 69","계동교회 앞","2020-12-04 23:30:40","2020-12-04 23:40:40","7902","9881","2020-12-04 23:40:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 23:30:40","2020-12-04 23:40:40","1961","2600","2020-12-04 23:40:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-04 23:40:40","2020-12-04 23:50:40","1967","2600","2020-12-04 23:50:40"
"2","계동길 69","계동교회 앞","2020-12-04 23:40:40","2020-12-04 23:50:40","7905","9885","2020-12-04 23:50:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-04 23:40:40","2020-12-04 23:50:40","5391","2799","2020-12-04 23:50:40"
"1","율곡로3길 50","덕성여고 앞","2020-12-05 00:00:37","2020-12-05 00:10:37","8","6","2020-12-05 00:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-05 00:00:37","2020-12-05 00:10:37","1","0","2020-12-05 00:10:37"
"2","계동길 69","계동교회 앞","2020-12-05 00:00:37","2020-12-05 00:10:37","2","6","2020-12-05 00:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-05 00:10:37","2020-12-05 00:20:37","6","0","2020-12-05 00:20:37"
"1","율곡로3길 50","덕성여고 앞","2020-12-05 00:10:37","2020-12-05 00:20:37","8","6","2020-12-05 00:20:37"
"2","계동길 69","계동교회 앞","2020-12-05 00:10:37","2020-12-05 00:20:37","5","6","2020-12-05 00:20:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-05 00:20:37","2020-12-05 00:30:37","15","3","2020-12-05 00:30:37"
"2","계동길 69","계동교회 앞","2020-12-05 00:20:37","2020-12-05 00:30:37","6","7","2020-12-05 00:30:37"
"1","율곡로3길 50","덕성여고 앞","2020-12-05 00:20:37","2020-12-05 00:30:37","13","6","2020-12-05 00:30:37"
"1","율곡로3길 50","덕성여고 앞","2020-12-05 00:30:37","2020-12-05 00:40:37","17","13","2020-12-05 00:40:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-05 00:30:37","2020-12-05 00:40:37","15","3","2020-12-05 00:40:37"
"2","계동길 69","계동교회 앞","2020-12-05 00:30:37","2020-12-05 00:40:37","6","7","2020-12-05 00:40:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-05 00:40:37","2020-12-05 00:50:37","15","6","2020-12-05 00:50:37"
"2","계동길 69","계동교회 앞","2020-12-05 00:40:37","2020-12-05 00:50:37","8","8","2020-12-05 00:50:37"
"1","율곡로3길 50","덕성여고 앞","2020-12-05 00:40:37","2020-12-05 00:50:37","27","19","2020-12-05 00:50:37"
"2","계동길 69","계동교회 앞","2020-12-05 00:50:37","2020-12-05 01:00:37","10","17","2020-12-05 01:00:37"
"1","율곡로3길 50","덕성여고 앞","2020-12-05 00:50:37","2020-12-05 01:00:37","27","19","2020-12-05 01:00:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-05 00:50:37","2020-12-05 01:00:37","15","6","2020-12-05 01:00:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-05 01:00:37","2020-12-05 01:10:37","17","10","2020-12-05 01:10:37"
"2","계동길 69","계동교회 앞","2020-12-05 01:00:37","2020-12-05 01:10:37","12","17","2020-12-05 01:10:37"
"1","율곡로3길 50","덕성여고 앞","2020-12-05 01:00:37","2020-12-05 01:10:37","46","26","2020-12-05 01:10:37"
"1","율곡로3길 50","덕성여고 앞","2020-12-05 01:10:37","2020-12-05 01:20:37","46","27","2020-12-05 01:20:37"
"2","계동길 69","계동교회 앞","2020-12-05 01:10:37","2020-12-05 01:20:37","15","30","2020-12-05 01:20:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-05 01:10:37","2020-12-05 01:20:37","17","10","2020-12-05 01:20:37"
"1","율곡로3길 50","덕성여고 앞","2020-12-05 01:20:37","2020-12-05 01:30:37","51","29","2020-12-05 01:30:37"
"2","계동길 69","계동교회 앞","2020-12-05 01:20:37","2020-12-05 01:30:37","16","46","2020-12-05 01:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-05 01:20:37","2020-12-05 01:30:37","17","14","2020-12-05 01:30:37"
"2","계동길 69","계동교회 앞","2020-12-05 01:30:37","2020-12-05 01:40:37","18","46","2020-12-05 01:40:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-05 01:30:37","2020-12-05 01:40:37","19","14","2020-12-05 01:40:37"
"1","율곡로3길 50","덕성여고 앞","2020-12-05 01:30:37","2020-12-05 01:40:37","63","32","2020-12-05 01:40:37"
"2","계동길 69","계동교회 앞","2020-12-05 01:40:37","2020-12-05 01:50:37","22","52","2020-12-05 01:50:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-05 01:40:37","2020-12-05 01:50:37","21","16","2020-12-05 01:50:37"
"1","율곡로3길 50","덕성여고 앞","2020-12-05 01:40:37","2020-12-05 01:50:37","74","36","2020-12-05 01:50:37"
"1","율곡로3길 50","덕성여고 앞","2020-12-05 01:50:37","2020-12-05 02:00:37","85","40","2020-12-05 02:00:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-05 01:50:37","2020-12-05 02:00:37","21","17","2020-12-05 02:00:37"
"2","계동길 69","계동교회 앞","2020-12-05 01:50:37","2020-12-05 02:00:37","22","62","2020-12-05 02:00:37"
"1","율곡로3길 50","덕성여고 앞","2020-12-05 02:00:37","2020-12-05 02:10:37","89","41","2020-12-05 02:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-05 02:00:37","2020-12-05 02:10:37","21","22","2020-12-05 02:10:37"
"2","계동길 69","계동교회 앞","2020-12-05 02:00:37","2020-12-05 02:10:37","23","62","2020-12-05 02:10:37"
"2","계동길 69","계동교회 앞","2020-12-05 02:10:37","2020-12-05 02:20:37","23","62","2020-12-05 02:20:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-05 02:10:37","2020-12-05 02:20:37","24","35","2020-12-05 02:20:37"
"1","율곡로3길 50","덕성여고 앞","2020-12-05 02:10:37","2020-12-05 02:20:37","90","42","2020-12-05 02:20:37"
"2","계동길 69","계동교회 앞","2020-12-05 02:20:37","2020-12-05 02:30:37","24","62","2020-12-05 02:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-05 02:20:37","2020-12-05 02:30:37","32","39","2020-12-05 02:30:37"
"1","율곡로3길 50","덕성여고 앞","2020-12-05 02:20:37","2020-12-05 02:30:37","91","42","2020-12-05 02:30:37"
"1","율곡로3길 50","덕성여고 앞","2020-12-05 02:30:37","2020-12-05 02:40:37","91","42","2020-12-05 02:40:37"
"2","계동길 69","계동교회 앞","2020-12-05 02:30:37","2020-12-05 02:40:37","24","68","2020-12-05 02:40:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2020-12-05 02:30:37","2020-12-05 02:40:37","36","39","2020-12-05 02:40:37"
